amount_tsh,gps_height,population,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,insufficient,shallow well,hand pump,functional
100.0,1536.0,1.0,1980.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,non functional
20.0,825.0,300.0,1984.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
50.0,825.0,120.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,non functional
50.0,825.0,639.0,2006.0,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe,non functional
5000.0,1341.0,250.0,1990.0,handpump,user-group,on failure,good,enough,borehole,hand pump,functional
2000.0,374.0,1.0,2007.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,salty,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,383.0,1.0,2009.0,other,user-group,never pay,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional needs repair
100.0,1700.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
500.0,1625.0,40.0,2009.0,handpump,user-group,on failure,good,enough,borehole,hand pump,non functional
200.0,409.0,300.0,1996.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,294.0,200.0,1995.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,247.0,250.0,1987.0,other,user-group,unknown,good,dry,shallow well,other,non functional
100.0,1339.0,150.0,2005.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,functional
50.0,825.0,1000.0,2008.0,submersible,user-group,per bucket,salty,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,1730.0,300.0,2007.0,gravity,user-group,on failure,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,per bucket,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,1235.0,1.0,2004.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
20.0,825.0,30.0,2009.0,handpump,user-group,per bucket,good,enough,shallow well,hand pump,functional
100.0,356.0,350.0,2007.0,handpump,user-group,unknown,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,annually,good,dry,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,seasonal,shallow well,hand pump,non functional
100.0,825.0,200.0,1960.0,other,commercial,never pay,good,insufficient,shallow well,other,non functional
100.0,5.0,259.0,2000.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,1654.0,1.0,1960.0,motorpump,user-group,unknown,unknown,dry,borehole,communal standpipe,non functional
50.0,13.0,100.0,2010.0,submersible,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,dry,borehole,communal standpipe,non functional
100.0,336.0,40.0,2005.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,seasonal,shallow well,other,non functional
20.0,222.0,90.0,2007.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,functional
100.0,258.0,500.0,1982.0,handpump,user-group,never pay,colored,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,dry,shallow well,other,non functional
1500.0,1375.0,300.0,1990.0,handpump,user-group,monthly,good,insufficient,borehole,hand pump,functional
100.0,1453.0,1200.0,1995.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,1.0,2008.0,handpump,commercial,never pay,good,enough,shallow well,hand pump,functional
30.0,1683.0,132.0,2009.0,motorpump,parastatal,per bucket,good,enough,borehole,communal standpipe,functional
100.0,313.0,100.0,1980.0,other,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,non functional
2000.0,1196.0,400.0,1990.0,handpump,user-group,on failure,good,enough,borehole,hand pump,functional needs repair
100.0,903.0,200.0,2004.0,submersible,user-group,unknown,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
200.0,307.0,400.0,1985.0,submersible,user-group,on failure,good,insufficient,borehole,communal standpipe,functional
100.0,206.0,250.0,2002.0,handpump,user-group,on failure,salty,seasonal,shallow well,hand pump,non functional
100.0,1270.0,230.0,2005.0,handpump,user-group,unknown,good,enough,borehole,hand pump,non functional
300.0,280.0,250.0,2004.0,handpump,user-group,on failure,salty,enough,shallow well,hand pump,functional
100.0,244.0,380.0,1988.0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,other,never pay,good,dry,shallow well,hand pump,non functional
500.0,290.0,1050.0,2004.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,33.0,735.0,2008.0,submersible,commercial,never pay,good,enough,borehole,other,functional
100.0,825.0,400.0,1978.0,other,user-group,unknown,milky,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,unknown,dry,shallow well,hand pump,non functional
100.0,1579.0,230.0,2000.0,other,user-group,never pay,good,enough,borehole,other,non functional
50.0,1514.0,1.0,2000.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,1559.0,120.0,1996.0,rope pump,user-group,on failure,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,insufficient,shallow well,hand pump,functional
100.0,287.0,1.0,1986.0,other,user-group,never pay,good,dry,shallow well,other,non functional
100.0,142.0,123.0,1985.0,other,user-group,never pay,good,dry,shallow well,other,non functional
2000.0,1785.0,230.0,2000.0,handpump,user-group,annually,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,milky,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,commercial,per bucket,salty,dry,borehole,communal standpipe,non functional
50.0,1377.0,200.0,2012.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,316.0,1.0,1980.0,motorpump,user-group,unknown,salty,dry,borehole,communal standpipe,non functional
100.0,1452.0,325.0,1986.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,non functional
100.0,1589.0,600.0,1993.0,other,commercial,other,salty,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
500.0,292.0,450.0,1982.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
30.0,58.0,300.0,2007.0,submersible,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,unknown,good,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,unknown,dry,shallow well,hand pump,non functional
100.0,303.0,1500.0,1996.0,handpump,user-group,per bucket,good,insufficient,borehole,hand pump,functional
100.0,1536.0,1.0,1980.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
100.0,43.0,6922.0,2002.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,parastatal,never pay,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional needs repair
100.0,1305.0,1.0,1960.0,motorpump,user-group,unknown,unknown,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,borehole,hand pump,functional
100.0,1461.0,300.0,1993.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,1425.0,400.0,2004.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,per bucket,good,enough,shallow well,other,non functional
500.0,1287.0,350.0,2011.0,handpump,user-group,monthly,salty,enough,borehole,hand pump,functional
100.0,1516.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
2000.0,1585.0,1.0,1983.0,handpump,user-group,annually,salty,enough,borehole,hand pump,functional
20.0,383.0,1.0,2009.0,submersible,commercial,per bucket,salty,insufficient,borehole,communal standpipe,functional
1000.0,1202.0,930.0,1993.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
20.0,12.0,1.0,2007.0,handpump,user-group,per bucket,good,enough,shallow well,hand pump,functional
100.0,1559.0,200.0,1970.0,other,user-group,never pay,good,enough,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,seasonal,shallow well,other,non functional
100.0,1452.0,1.0,1960.0,motorpump,user-group,unknown,unknown,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
2000.0,122.0,200.0,1996.0,other,user-group,monthly,salty,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,1206.0,250.0,1999.0,other,user-group,unknown,salty,insufficient,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,salty,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,enough,shallow well,hand pump,functional
100.0,1855.0,230.0,2000.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,215.0,300.0,2008.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,39.0,600.0,2008.0,handpump,user-group,never pay,good,dry,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1241.0,2000.0,1992.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,665.0,50.0,2009.0,submersible,user-group,never pay,salty,enough,borehole,communal standpipe,non functional
100.0,988.0,230.0,1997.0,handpump,user-group,never pay,fluoride,enough,shallow well,hand pump,functional
600.0,780.0,200.0,1992.0,other,user-group,monthly,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,functional
20.0,335.0,50.0,2007.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
200.0,1801.0,80.0,2006.0,handpump,user-group,monthly,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional needs repair
30.0,369.0,50.0,2009.0,submersible,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,functional
1000.0,290.0,300.0,1974.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,409.0,560.0,1982.0,submersible,user-group,never pay,good,seasonal,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,259.0,400.0,1996.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,256.0,300.0,2009.0,rope pump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
50.0,100.0,1.0,2007.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
50.0,825.0,480.0,2006.0,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe,non functional
100.0,1156.0,150.0,1981.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,1.0,2011.0,other,user-group,never pay,unknown,unknown,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,351.0,1.0,1982.0,submersible,user-group,never pay,good,seasonal,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,seasonal,shallow well,hand pump,functional
100.0,1196.0,320.0,1998.0,handpump,user-group,unknown,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
50.0,1162.0,320.0,2010.0,handpump,user-group,monthly,good,enough,borehole,hand pump,functional
100.0,825.0,297.0,2005.0,submersible,user-group,never pay,salty,insufficient,borehole,communal standpipe,functional needs repair
100.0,825.0,230.0,2000.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,1237.0,900.0,2008.0,other,user-group,unknown,milky,enough,shallow well,other,non functional
100.0,399.0,230.0,1991.0,motorpump,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,salty,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,367.0,50.0,2006.0,other,user-group,never pay,salty,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,parastatal,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
1000.0,1163.0,2000.0,2001.0,handpump,user-group,monthly,salty,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,unknown,enough,shallow well,hand pump,functional
100.0,598.0,1.0,1981.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
20.0,259.0,600.0,1978.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,1237.0,300.0,2011.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,wind-powered,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,40.0,150.0,2009.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,912.0,90.0,1994.0,other,user-group,on failure,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,enough,shallow well,hand pump,functional
100.0,29.0,750.0,2009.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,functional needs repair
500.0,825.0,400.0,1990.0,handpump,user-group,monthly,salty,insufficient,shallow well,hand pump,functional
200.0,825.0,150.0,2006.0,submersible,user-group,per bucket,salty,enough,borehole,communal standpipe,non functional
100.0,1784.0,40.0,2005.0,rope pump,user-group,never pay,good,dry,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,458.0,1.0,1998.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,non functional
20.0,984.0,235.0,2012.0,handpump,user-group,per bucket,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
50.0,5.0,100.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,non functional
100.0,1184.0,1500.0,1996.0,other,user-group,never pay,unknown,unknown,shallow well,other,non functional
100.0,825.0,1.0,2003.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,non functional
1200.0,752.0,1.0,1992.0,handpump,user-group,annually,good,insufficient,borehole,hand pump,functional
50.0,334.0,500.0,1994.0,handpump,user-group,per bucket,good,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,functional
50.0,1603.0,1.0,2010.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,1.0,1974.0,submersible,user-group,never pay,good,unknown,borehole,communal standpipe,non functional
25.0,245.0,260.0,2007.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,unknown,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional needs repair
50.0,825.0,1.0,1981.0,other,user-group,per bucket,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,milky,dry,shallow well,hand pump,non functional
100.0,112.0,1.0,2005.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,318.0,800.0,2006.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
50.0,825.0,230.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,186.0,1.0,1982.0,submersible,user-group,never pay,good,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,colored,insufficient,shallow well,hand pump,non functional
100.0,1355.0,600.0,1996.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,800.0,1985.0,other,user-group,unknown,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,263.0,500.0,1997.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,293.0,1.0,1977.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,functional
100.0,1168.0,350.0,1996.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,24.0,700.0,2010.0,submersible,parastatal,never pay,good,enough,borehole,communal standpipe,functional
100.0,1545.0,135.0,2004.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,1341.0,350.0,1993.0,handpump,user-group,monthly,salty,enough,borehole,hand pump,functional
500.0,1065.0,225.0,2011.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,insufficient,shallow well,other,functional
100.0,1389.0,20.0,2010.0,motorpump,commercial,never pay,salty,insufficient,borehole,communal standpipe,functional
50.0,1546.0,1300.0,2009.0,submersible,user-group,never pay,salty,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,good,enough,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,borehole,hand pump,functional
100.0,5.0,1.0,2008.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,413.0,220.0,2008.0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump,functional
100.0,254.0,500.0,2003.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,1402.0,400.0,2008.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional needs repair
50.0,347.0,1300.0,2000.0,handpump,user-group,per bucket,salty,seasonal,borehole,hand pump,functional
200.0,290.0,150.0,2005.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,278.0,360.0,1982.0,submersible,user-group,never pay,good,dry,borehole,communal standpipe,non functional
100.0,454.0,1.0,1998.0,other,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,functional
20.0,1.0,400.0,2000.0,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe,functional
100.0,1848.0,211.0,1996.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,insufficient,shallow well,hand pump,functional
100.0,1523.0,1200.0,1991.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,commercial,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,104.0,100.0,2009.0,handpump,user-group,never pay,unknown,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1517.0,1.0,2011.0,submersible,user-group,never pay,unknown,dry,borehole,other,non functional
100.0,825.0,423.0,1980.0,submersible,user-group,never pay,good,dry,borehole,communal standpipe,non functional
1000.0,1194.0,1800.0,2003.0,handpump,user-group,annually,salty,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
20.0,532.0,1.0,2006.0,handpump,user-group,per bucket,good,insufficient,borehole,hand pump,non functional
100.0,1408.0,100.0,1979.0,motorpump,user-group,unknown,salty,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,seasonal,shallow well,other,non functional
2500.0,768.0,1.0,2007.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,82.0,2600.0,2010.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,milky,seasonal,shallow well,other,non functional
100.0,361.0,1.0,1982.0,other,user-group,unknown,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,insufficient,shallow well,hand pump,functional
200.0,283.0,500.0,1997.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,non functional
100.0,1251.0,320.0,1992.0,handpump,user-group,unknown,good,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
200.0,363.0,270.0,1990.0,handpump,unknown,monthly,good,insufficient,shallow well,hand pump,functional
25.0,701.0,500.0,2008.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,1174.0,250.0,2006.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,non functional
100.0,1253.0,1.0,1960.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,enough,shallow well,hand pump,functional
100.0,165.0,150.0,1997.0,other,user-group,on failure,unknown,dry,shallow well,other,non functional
100.0,296.0,1200.0,2010.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,salty,insufficient,shallow well,hand pump,functional
25.0,679.0,350.0,2008.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
